Alloy,Series,Temper,Form,Processing,Al_wt,Cu_wt,Fe_wt,Mg_wt,Mn_wt,Si_wt,Ti_wt,Zn_wt,Cr_wt,Others_wt,Density_g_cm3,UTS_MPa,YS_MPa,Elongation_pct,Hardness_HB,Modulus_GPa,Source
7049,7xxx,T73,Forging,Forged,87.19000000000001,1.6,0.35,2.4,0.2,0.25,0.1,7.7,0.16,0.05,2.84,524.0,462.0,11.0,135.0,72.4,[2]
7049,7xxx,T76,Forging,Forged,87.19000000000001,1.6,0.35,2.4,0.2,0.25,0.1,7.7,0.16,0.05,2.84,538.0,476.0,11.0,140.0,72.4,[5]
7050,7xxx,T7451,Plate,Wrought,88.77999999999999,2.3,0.15,2.2,0.1,0.12,0.06,6.2,0.04,0.05,2.83,510.0,448.0,11.0,140.0,71.7,[2]
7050,7xxx,T7651,Plate,Wrought,88.77999999999999,2.3,0.15,2.2,0.1,0.12,0.06,6.2,0.04,0.05,2.83,524.0,462.0,11.0,140.0,71.7,[2]
7050,7xxx,T74,Forging,Forged,88.77999999999999,2.3,0.15,2.2,0.1,0.12,0.06,6.2,0.04,0.05,2.83,510.0,441.0,12.0,138.0,71.7,[3]
7050,7xxx,T6,Extrusion,Wrought,88.77999999999999,2.3,0.15,2.2,0.1,0.12,0.06,6.2,0.04,0.05,2.83,545.0,483.0,11.0,145.0,71.7,[5]
7075,7xxx,O,Sheet,Wrought,88.62,1.6,0.5,2.5,0.3,0.4,0.2,5.6,0.23,0.05,2.81,228.0,103.0,17.0,60.0,71.7,[2]
7075,7xxx,T6,Sheet,Wrought,88.62,1.6,0.5,2.5,0.3,0.4,0.2,5.6,0.23,0.05,2.81,572.0,503.0,11.0,150.0,71.7,[2]
7075,7xxx,T6,Extrusion,Wrought,88.62,1.6,0.5,2.5,0.3,0.4,0.2,5.6,0.23,0.05,2.81,572.0,503.0,11.0,150.0,71.7,[2]
7075,7xxx,T651,Plate,Wrought,88.62,1.6,0.5,2.5,0.3,0.4,0.2,5.6,0.23,0.05,2.81,572.0,503.0,11.0,150.0,71.7,[2]
7075,7xxx,T73,Sheet,Wrought,88.62,1.6,0.5,2.5,0.3,0.4,0.2,5.6,0.23,0.05,2.81,503.0,434.0,13.0,135.0,71.7,[2]
7075,7xxx,T76,Sheet,Wrought,88.62,1.6,0.5,2.5,0.3,0.4,0.2,5.6,0.23,0.05,2.81,538.0,469.0,12.0,142.0,71.7,[2]
7075,7xxx,T6,Forging,Forged,88.62,1.6,0.5,2.5,0.3,0.4,0.2,5.6,0.23,0.05,2.81,565.0,496.0,10.0,148.0,71.7,[3]
7075,7xxx,T6,Bar,Wrought,88.62,1.6,0.5,2.5,0.3,0.4,0.2,5.6,0.23,0.05,2.81,572.0,503.0,11.0,150.0,71.7,[5]
7075,7xxx,T73,Forging,Forged,88.62,1.6,0.5,2.5,0.3,0.4,0.2,5.6,0.23,0.05,2.81,503.0,434.0,13.0,135.0,71.7,[5]
7150,7xxx,T77511,Extrusion,Wrought,88.89999999999998,2.0,0.15,2.2,0.1,0.12,0.04,6.4,0.04,0.05,2.82,572.0,517.0,10.0,152.0,71.7,[2]
7175,7xxx,T66,Forging,Forged,89.47000000000001,1.6,0.2,2.5,0.1,0.15,0.1,5.6,0.23,0.05,2.8,524.0,455.0,11.0,143.0,72.0,[2]
7175,7xxx,T736,Forging,Forged,89.47000000000001,1.6,0.2,2.5,0.1,0.15,0.1,5.6,0.23,0.05,2.8,490.0,421.0,11.0,135.0,72.0,[2]
7178,7xxx,T6,Sheet,Wrought,86.67,2.0,0.5,2.8,0.3,0.4,0.2,6.8,0.28,0.05,2.83,607.0,538.0,10.0,160.0,72.4,[2]
7178,7xxx,T76,Sheet,Wrought,86.67,2.0,0.5,2.8,0.3,0.4,0.2,6.8,0.28,0.05,2.83,559.0,490.0,11.0,148.0,72.4,[2]
7178,7xxx,T6,Extrusion,Wrought,86.67,2.0,0.5,2.8,0.3,0.4,0.2,6.8,0.28,0.05,2.83,607.0,538.0,10.0,160.0,72.4,[5]
7475,7xxx,T61,Sheet,Wrought,89.94,1.5,0.12,2.25,0.06,0.1,0.06,5.7,0.22,0.05,2.81,565.0,490.0,12.0,148.0,70.3,[2]
7475,7xxx,T761,Sheet,Wrought,89.94,1.5,0.12,2.25,0.06,0.1,0.06,5.7,0.22,0.05,2.81,517.0,448.0,13.0,135.0,70.3,[2]
8011,8xxx,O,Foil,Wrought,98.45000000000002,0.1,0.7,0.0,0.0,0.6,0.0,0.1,0.0,0.05,2.71,97.0,41.0,28.0,20.0,69.0,[2]
8011,8xxx,H14,Foil,Cold Worked,98.45000000000002,0.1,0.7,0.0,0.0,0.6,0.0,0.1,0.0,0.05,2.71,130.0,110.0,5.0,35.0,69.0,[5]
8090,8xxx,T651,Plate,Wrought,94.30000000000001,1.3,0.3,0.95,0.1,0.2,0.1,0.25,0.1,2.4,2.55,480.0,400.0,8.0,130.0,80.0,[2]
8090,8xxx,T8771,Sheet,Wrought,94.30000000000001,1.3,0.3,0.95,0.1,0.2,0.1,0.25,0.1,2.4,2.55,500.0,420.0,6.0,135.0,80.0,[2]
8090,8xxx,T6,Extrusion,Wrought,94.30000000000001,1.3,0.3,0.95,0.1,0.2,0.1,0.25,0.1,2.4,2.55,465.0,385.0,9.0,125.0,80.0,[5]
8090,8xxx,T81,Sheet,Cold Worked,94.30000000000001,1.3,0.3,0.95,0.1,0.2,0.1,0.25,0.1,2.4,2.55,495.0,420.0,7.0,133.0,80.0,[5]
8091,8xxx,T851,Plate,Wrought,93.70000000000003,1.8,0.3,0.85,0.1,0.2,0.1,0.25,0.1,2.6,2.54,510.0,440.0,7.0,140.0,80.5,[5]
8091,8xxx,T6,Forging,Forged,93.70000000000003,1.8,0.3,0.85,0.1,0.2,0.1,0.25,0.1,2.6,2.54,500.0,430.0,7.0,138.0,80.5,[5]
A356.0,Cast,T6,Casting,Cast,91.80000000000001,0.2,0.2,0.35,0.1,7.0,0.2,0.1,0.0,0.05,2.68,262.0,186.0,5.0,80.0,72.4,[2]
A356.0,Cast,T61,Casting,Cast,91.80000000000001,0.2,0.2,0.35,0.1,7.0,0.2,0.1,0.0,0.05,2.68,283.0,207.0,10.0,85.0,72.4,[2]
A356.0,Cast,T71,Casting,Cast,91.80000000000001,0.2,0.2,0.35,0.1,7.0,0.2,0.1,0.0,0.05,2.68,234.0,193.0,3.0,75.0,72.4,[5]
A356.0,Cast,F,Casting,Cast,91.80000000000001,0.2,0.2,0.35,0.1,7.0,0.2,0.1,0.0,0.05,2.68,159.0,83.0,6.0,55.0,72.4,[5]
319.0,Cast,T6,Casting,Cast,87.60000000000001,3.5,1.0,0.1,0.5,6.0,0.25,1.0,0.0,0.05,2.79,248.0,165.0,2.0,80.0,74.0,[2]
319.0,Cast,F,Casting,Cast,87.60000000000001,3.5,1.0,0.1,0.5,6.0,0.25,1.0,0.0,0.05,2.79,186.0,124.0,2.0,70.0,74.0,[2]
319.0,Cast,T5,Casting,Cast,87.60000000000001,3.5,1.0,0.1,0.5,6.0,0.25,1.0,0.0,0.05,2.79,207.0,145.0,2.0,75.0,74.0,[5]
356.0,Cast,T6,Casting,Cast,90.82000000000002,0.25,0.6,0.33,0.35,7.0,0.25,0.35,0.0,0.05,2.68,228.0,165.0,3.5,70.0,72.4,[2]
356.0,Cast,T7,Casting,Cast,90.82000000000002,0.25,0.6,0.33,0.35,7.0,0.25,0.35,0.0,0.05,2.68,235.0,207.0,2.0,75.0,72.4,[2]
356.0,Cast,T51,Casting,Cast,90.82000000000002,0.25,0.6,0.33,0.35,7.0,0.25,0.35,0.0,0.05,2.68,179.0,138.0,2.0,60.0,72.4,[5]
A380.0,Cast,F,Casting,Die Cast,83.05000000000001,3.5,1.3,0.1,0.5,8.5,0.0,3.0,0.0,0.05,2.74,331.0,159.0,3.5,80.0,71.0,[2]
A413.0,Cast,F,Casting,Die Cast,84.70000000000002,1.0,1.3,0.1,0.35,12.0,0.0,0.5,0.0,0.05,2.66,296.0,131.0,2.5,80.0,71.0,[2]
242.0,Cast,T571,Casting,Cast,91.55000000000001,4.0,1.0,1.5,0.35,0.7,0.25,0.35,0.25,0.05,2.82,207.0,172.0,2.0,105.0,71.0,[2]
242.0,Cast,T61,Casting,Cast,91.55000000000001,4.0,1.0,1.5,0.35,0.7,0.25,0.35,0.25,0.05,2.82,324.0,290.0,0.5,110.0,71.0,[2]
535.0,Cast,F,Casting,Cast,92.36999999999998,0.05,0.15,6.9,0.15,0.15,0.18,0.0,0.0,0.05,2.62,248.0,124.0,9.0,65.0,71.0,[2]
712.0,Cast,F,Casting,Cast,91.70000000000002,0.25,0.5,0.6,0.1,0.3,0.2,5.8,0.5,0.05,2.81,241.0,172.0,5.0,75.0,71.0,[2]
710.0,Cast,F,Casting,Cast,91.6,0.5,0.5,0.7,0.0,0.15,0.0,6.5,0.0,0.05,2.81,241.0,173.0,5.0,75.0,71.0,[5]
A201.0,Cast,T7,Casting,Cast,94.05000000000001,4.6,0.15,0.35,0.35,0.1,0.25,0.0,0.0,0.15,2.8,414.0,345.0,3.0,130.0,71.0,[5]
354.0,Cast,T61,Casting,Cast,88.05000000000001,1.8,0.2,0.5,0.1,9.0,0.2,0.1,0.0,0.05,2.71,324.0,276.0,3.0,100.0,72.4,[5]
C355.0,Cast,T6,Casting,Cast,92.55000000000001,1.25,0.2,0.55,0.1,5.0,0.2,0.1,0.0,0.05,2.71,269.0,193.0,5.0,85.0,72.4,[5]
1050A_v1,1xxx,O,Sheet,Wrought,99.037,0.045,0.49,0.059,0.054,0.195,0.036,0.043,0.007,0.034,2.715,74.8,28.1,41.8,20.6,69.2,Aug([1])
1050A_v2,1xxx,O,Sheet,Wrought,99.152,0.047,0.358,0.054,0.036,0.217,0.045,0.067,0.006,0.018,2.71,71.7,27.0,43.3,20.0,69.3,Aug([1])
1050A_v3,1xxx,O,Sheet,Wrought,98.997,0.033,0.49,0.069,0.062,0.219,0.034,0.081,0.0,0.015,2.71,78.0,27.3,43.5,19.9,67.9,Aug([1])
1050A_v1,1xxx,H12,Sheet,Wrought,98.952,0.069,0.455,0.068,0.066,0.266,0.067,0.045,0.0,0.012,2.706,111.7,87.0,11.4,28.0,69.9,Aug([1])
1050A_v2,1xxx,H12,Sheet,Wrought,99.105,0.041,0.409,0.036,0.062,0.182,0.069,0.086,0.0,0.01,2.718,112.3,92.0,11.5,27.5,69.2,Aug([1])
1050A_v3,1xxx,H12,Sheet,Wrought,99.108,0.043,0.313,0.042,0.043,0.287,0.056,0.093,0.0,0.015,2.715,112.5,90.8,13.1,27.9,70.3,Aug([1])
1050A_v1,1xxx,H14,Sheet,Wrought,99.163,0.051,0.386,0.031,0.034,0.175,0.055,0.059,0.0,0.046,2.704,128.2,82.5,8.7,27.1,69.7,Aug([1])
1050A_v2,1xxx,H14,Sheet,Wrought,99.04,0.062,0.337,0.066,0.052,0.299,0.066,0.059,0.0,0.019,2.708,126.6,86.4,9.1,28.2,68.8,Aug([1])
1050A_v3,1xxx,H14,Sheet,Wrought,99.066,0.047,0.344,0.035,0.044,0.321,0.043,0.071,0.004,0.025,2.721,118.9,84.7,9.0,30.1,68.9,Aug([1])
1050A_v1,1xxx,H16,Sheet,Cold Worked,99.035,0.036,0.398,0.069,0.04,0.278,0.06,0.054,0.005,0.025,2.713,141.0,121.9,5.6,32.0,68.5,Aug([2])
1050A_v2,1xxx,H16,Sheet,Cold Worked,99.054,0.032,0.418,0.057,0.031,0.252,0.039,0.079,0.0,0.038,2.707,136.9,118.5,5.3,31.7,69.2,Aug([2])
1050A_v3,1xxx,H16,Sheet,Cold Worked,99.033,0.051,0.348,0.034,0.066,0.314,0.055,0.06,0.0,0.039,2.72,144.6,120.7,5.1,32.4,69.2,Aug([2])
1050A_v1,1xxx,H18,Sheet,Cold Worked,99.085,0.036,0.48,0.054,0.03,0.186,0.057,0.04,0.0,0.032,2.715,139.7,131.4,4.8,35.4,69.9,Aug([1])
1050A_v2,1xxx,H18,Sheet,Cold Worked,99.03,0.056,0.47,0.056,0.053,0.185,0.045,0.056,0.0,0.049,2.707,141.9,131.0,5.3,34.9,70.2,Aug([1])
1050A_v3,1xxx,H18,Sheet,Cold Worked,99.078,0.053,0.399,0.038,0.059,0.215,0.031,0.079,0.0,0.048,2.721,143.9,132.6,5.2,34.8,68.3,Aug([1])
1050A_v1,1xxx,H14,Wire,Cold Worked,98.997,0.064,0.363,0.037,0.052,0.32,0.058,0.074,0.0,0.035,2.722,96.8,70.6,5.5,30.6,69.5,Aug([1])
1050A_v2,1xxx,H14,Wire,Cold Worked,98.925,0.058,0.44,0.044,0.042,0.299,0.062,0.092,0.008,0.03,2.71,102.4,73.4,6.3,31.0,68.8,Aug([1])
1050A_v3,1xxx,H14,Wire,Cold Worked,99.186,0.045,0.319,0.053,0.031,0.244,0.052,0.057,0.002,0.011,2.699,101.0,68.2,6.5,29.7,68.1,Aug([1])
1050A_v1,1xxx,O,Plate,Wrought,99.165,0.061,0.343,0.055,0.033,0.178,0.051,0.072,0.003,0.039,2.721,75.3,26.8,38.5,21.2,68.3,Aug([2])
1050A_v2,1xxx,O,Plate,Wrought,99.002,0.031,0.493,0.063,0.058,0.235,0.037,0.049,0.0,0.032,2.715,79.6,25.7,42.2,22.3,69.8,Aug([2])
1050A_v3,1xxx,O,Plate,Wrought,99.205,0.047,0.35,0.044,0.06,0.172,0.035,0.043,0.0,0.044,2.715,76.8,25.6,32.3,19.8,68.7,Aug([2])
1100_v1,1xxx,O,Sheet,Wrought,98.926,0.116,0.523,0.005,0.032,0.23,0.005,0.1,0.007,0.056,2.702,86.0,34.0,33.7,23.0,68.7,Aug([2])
1100_v2,1xxx,O,Sheet,Wrought,98.852,0.138,0.515,0.0,0.056,0.243,0.002,0.126,0.0,0.068,2.72,90.6,34.4,34.5,23.0,68.5,Aug([2])
1100_v3,1xxx,O,Sheet,Wrought,98.839,0.105,0.539,0.005,0.065,0.288,0.012,0.087,0.0,0.06,2.717,91.1,34.0,35.2,24.0,68.5,Aug([2])
1100_v1,1xxx,H12,Sheet,Cold Worked,98.805,0.114,0.586,0.014,0.047,0.29,0.01,0.076,0.008,0.05,2.718,112.5,102.4,12.2,28.2,69.1,Aug([2])
1100_v2,1xxx,H12,Sheet,Cold Worked,98.897,0.125,0.49,0.0,0.043,0.278,0.01,0.117,0.006,0.034,2.71,112.2,103.8,11.5,29.0,68.9,Aug([2])
1100_v3,1xxx,H12,Sheet,Cold Worked,99.022,0.114,0.423,0.0,0.06,0.269,0.0,0.075,0.004,0.033,2.718,108.1,103.0,11.0,26.6,68.4,Aug([2])
1100_v1,1xxx,H14,Sheet,Cold Worked,99.0,0.131,0.512,0.0,0.066,0.188,0.0,0.071,0.0,0.032,2.701,122.9,117.8,8.6,32.3,70.2,Aug([2])
1100_v2,1xxx,H14,Sheet,Cold Worked,98.985,0.138,0.475,0.0,0.065,0.206,0.019,0.071,0.009,0.032,2.719,124.5,116.9,9.1,31.1,69.0,Aug([2])
1100_v3,1xxx,H14,Sheet,Cold Worked,98.861,0.125,0.539,0.0,0.055,0.263,0.016,0.073,0.0,0.068,2.719,125.7,123.2,8.5,31.3,68.5,Aug([2])
1100_v1,1xxx,H16,Sheet,Cold Worked,98.874,0.119,0.471,0.003,0.033,0.326,0.019,0.112,0.001,0.042,2.718,142.3,139.5,5.5,40.4,70.0,Aug([2])
1100_v2,1xxx,H16,Sheet,Cold Worked,98.876,0.139,0.43,0.004,0.045,0.325,0.014,0.12,0.0,0.047,2.705,144.4,139.2,5.9,37.9,69.6,Aug([2])
1100_v3,1xxx,H16,Sheet,Cold Worked,99.028,0.118,0.426,0.018,0.054,0.207,0.007,0.107,0.0,0.035,2.714,150.4,138.4,6.5,37.9,70.7,Aug([2])
1100_v1,1xxx,H18,Sheet,Cold Worked,98.91,0.135,0.481,0.0,0.031,0.291,0.005,0.112,0.0,0.035,2.698,172.8,157.5,4.4,42.7,67.3,Aug([2])
1100_v2,1xxx,H18,Sheet,Cold Worked,98.927,0.136,0.47,0.001,0.061,0.233,0.005,0.122,0.009,0.036,2.72,158.6,152.6,5.1,44.1,67.3,Aug([2])
1100_v3,1xxx,H18,Sheet,Cold Worked,99.084,0.125,0.448,0.0,0.035,0.19,0.0,0.078,0.003,0.037,2.706,163.5,150.8,5.4,42.3,69.4,Aug([2])
1100_v1,1xxx,O,Bar,Wrought,99.13,0.108,0.408,0.0,0.041,0.198,0.0,0.077,0.0,0.038,2.707,92.7,32.5,33.6,22.5,68.9,Aug([2])
1100_v2,1xxx,O,Bar,Wrought,98.895,0.132,0.55,0.0,0.038,0.229,0.0,0.107,0.0,0.049,2.716,89.8,35.0,35.6,25.2,69.9,Aug([2])
1100_v3,1xxx,O,Bar,Wrought,99.044,0.104,0.489,0.001,0.04,0.213,0.0,0.071,0.0,0.038,2.706,92.5,33.5,35.1,23.5,69.0,Aug([2])
1100_v1,1xxx,H14,Rod,Cold Worked,98.924,0.123,0.549,0.0,0.035,0.215,0.0,0.109,0.001,0.044,2.722,128.2,118.9,10.3,31.4,68.6,Aug([5])
1100_v2,1xxx,H14,Rod,Cold Worked,99.047,0.107,0.457,0.0,0.066,0.183,0.001,0.095,0.01,0.034,2.708,128.2,125.6,10.4,30.7,69.0,Aug([5])
1100_v3,1xxx,H14,Rod,Cold Worked,99.016,0.123,0.456,0.011,0.037,0.222,0.0,0.1,0.0,0.035,2.713,133.2,126.2,9.0,31.8,68.0,Aug([5])
1100_v1,1xxx,H14,Tube,Cold Worked,99.099,0.121,0.41,0.0,0.035,0.18,0.02,0.089,0.006,0.04,2.714,124.4,121.0,7.8,30.7,69.4,Aug([5])
1100_v2,1xxx,H14,Tube,Cold Worked,98.763,0.133,0.593,0.0,0.059,0.32,0.0,0.074,0.005,0.053,2.718,124.5,119.0,8.7,32.0,68.7,Aug([5])
1100_v3,1xxx,H14,Tube,Cold Worked,98.882,0.107,0.563,0.007,0.051,0.227,0.015,0.094,0.006,0.048,2.707,118.2,115.6,9.0,33.6,69.3,Aug([5])
1200_v1,1xxx,O,Sheet,Wrought,98.724,0.045,0.509,0.016,0.055,0.439,0.068,0.108,0.0,0.036,2.707,86.5,34.7,39.8,23.0,69.2,Aug([1])
1200_v2,1xxx,O,Sheet,Wrought,98.796,0.036,0.462,0.0,0.06,0.425,0.053,0.116,0.008,0.044,2.708,85.7,32.4,34.2,22.9,69.6,Aug([1])
1200_v3,1xxx,O,Sheet,Wrought,98.707,0.059,0.528,0.008,0.052,0.46,0.044,0.081,0.008,0.053,2.698,85.0,34.7,34.9,23.1,68.1,Aug([1])
1200_v1,1xxx,H14,Sheet,Cold Worked,98.563,0.05,0.522,0.0,0.065,0.569,0.053,0.112,0.008,0.058,2.692,126.8,108.1,10.9,30.0,68.2,Aug([1])
1200_v2,1xxx,H14,Sheet,Cold Worked,98.549,0.069,0.568,0.0,0.067,0.559,0.051,0.105,0.0,0.032,2.696,121.2,101.3,8.9,31.4,69.1,Aug([1])
1200_v3,1xxx,H14,Sheet,Cold Worked,98.797,0.044,0.469,0.01,0.048,0.456,0.048,0.078,0.0,0.05,2.698,118.5,104.4,11.2,30.7,68.8,Aug([1])
1200_v1,1xxx,H18,Foil,Cold Worked,98.694,0.033,0.599,0.0,0.054,0.431,0.06,0.083,0.008,0.038,2.693,159.9,144.1,2.0,42.8,69.1,Aug([1])
1200_v2,1xxx,H18,Foil,Cold Worked,98.72,0.061,0.491,0.001,0.048,0.484,0.052,0.079,0.0,0.064,2.711,159.0,141.4,1.9,46.2,69.8,Aug([1])
1200_v3,1xxx,H18,Foil,Cold Worked,98.837,0.031,0.444,0.0,0.057,0.423,0.034,0.118,0.0,0.056,2.694,169.1,143.1,2.1,44.5,69.3,Aug([1])
1200_v1,1xxx,O,Extrusion,Wrought,98.771,0.063,0.479,0.007,0.038,0.467,0.066,0.071,0.0,0.038,2.689,85.3,28.5,40.1,21.7,68.6,Aug([2])
1200_v2,1xxx,O,Extrusion,Wrought,98.728,0.04,0.476,0.004,0.041,0.52,0.046,0.103,0.0,0.042,2.711,87.0,29.3,38.9,21.9,69.9,Aug([2])
1200_v3,1xxx,O,Extrusion,Wrought,98.684,0.066,0.56,0.0,0.031,0.463,0.052,0.108,0.0,0.036,2.708,85.3,30.8,36.7,21.6,69.2,Aug([2])
1350_v1,1xxx,O,Wire,Wrought,99.375,0.041,0.411,0.006,0.023,0.053,0.0,0.028,0.018,0.045,2.702,80.4,28.7,24.4,15.8,67.9,Aug([2])
1350_v2,1xxx,O,Wire,Wrought,99.498,0.051,0.309,0.0,0.02,0.033,0.024,0.035,0.008,0.022,2.697,79.9,27.9,21.8,17.8,69.4,Aug([2])
1350_v3,1xxx,O,Wire,Wrought,99.396,0.059,0.343,0.0,0.0,0.115,0.002,0.05,0.012,0.023,2.707,83.3,28.0,25.5,16.7,70.5,Aug([2])
1350_v1,1xxx,H14,Wire,Cold Worked,99.287,0.04,0.464,0.012,0.018,0.064,0.024,0.042,0.002,0.047,2.691,109.7,98.7,5.1,28.7,69.3,Aug([2])
1350_v2,1xxx,H14,Wire,Cold Worked,99.293,0.062,0.432,0.008,0.024,0.06,0.02,0.033,0.02,0.048,2.689,112.0,98.6,5.1,30.3,67.9,Aug([2])
1350_v3,1xxx,H14,Wire,Cold Worked,99.279,0.067,0.307,0.008,0.002,0.168,0.039,0.077,0.009,0.044,2.708,113.6,96.6,5.0,30.0,68.7,Aug([2])
1350_v1,1xxx,H19,Wire,Cold Worked,99.375,0.033,0.439,0.0,0.019,0.03,0.013,0.052,0.016,0.023,2.703,183.9,165.7,1.6,54.8,69.8,Aug([1])
1350_v2,1xxx,H19,Wire,Cold Worked,99.182,0.068,0.46,0.02,0.004,0.143,0.016,0.049,0.013,0.045,2.712,185.3,173.7,1.5,54.7,68.7,Aug([1])
1350_v3,1xxx,H19,Wire,Cold Worked,99.458,0.044,0.357,0.0,0.0,0.027,0.001,0.079,0.009,0.025,2.704,184.0,169.4,1.6,54.6,69.5,Aug([1])
2011_v1,2xxx,T3,Bar,Wrought,91.903,5.591,0.6,0.246,0.0,0.533,0.015,0.322,0.001,0.789,2.822,381.1,299.9,14.0,101.1,71.6,Aug([2])
2011_v2,2xxx,T3,Bar,Wrought,92.157,5.657,0.596,0.158,0.0,0.317,0.004,0.319,0.008,0.784,2.839,379.8,298.1,14.4,97.6,70.6,Aug([2])
2011_v1,2xxx,T6,Rod,Wrought,92.171,5.624,0.715,0.0,0.0,0.362,0.0,0.345,0.0,0.783,2.823,368.7,276.2,5.8,115.1,72.5,Aug([1])
2011_v2,2xxx,T6,Rod,Wrought,91.92,5.76,0.654,0.089,0.02,0.33,0.038,0.359,0.016,0.814,2.839,373.8,287.5,5.7,116.3,71.4,Aug([1])
2011_v1,2xxx,T8,Bar,Cold Worked,91.845,5.595,0.776,0.0,0.114,0.512,0.0,0.365,0.0,0.793,2.836,416.8,312.4,11.7,105.9,70.6,Aug([2])
2011_v2,2xxx,T8,Bar,Cold Worked,92.029,5.605,0.628,0.067,0.012,0.484,0.0,0.352,0.004,0.819,2.826,412.7,321.7,11.8,100.4,70.6,Aug([2])
2014_v1,2xxx,O,Sheet,Wrought,92.807,4.241,0.562,0.284,0.825,0.754,0.162,0.159,0.137,0.069,2.811,174.4,87.3,20.2,42.0,72.5,Aug([2])
2014_v2,2xxx,O,Sheet,Wrought,92.612,4.219,0.649,0.463,0.785,0.699,0.179,0.289,0.072,0.033,2.804,189.4,87.7,19.3,44.2,72.9,Aug([2])
2014_v1,2xxx,T4,Sheet,Wrought,92.414,4.336,0.542,0.449,0.732,0.945,0.141,0.329,0.073,0.039,2.789,412.6,301.0,19.9,108.5,73.4,Aug([2])
2014_v2,2xxx,T4,Sheet,Wrought,92.011,4.617,0.603,0.631,0.838,0.689,0.103,0.334,0.112,0.062,2.8,441.3,294.9,21.6,107.7,71.9,Aug([2])
2014_v1,2xxx,T6,Extrusion,Wrought,93.007,4.051,0.525,0.384,0.889,0.743,0.146,0.152,0.057,0.046,2.8,452.2,408.7,14.4,132.7,72.1,Aug([2])
2014_v2,2xxx,T6,Extrusion,Wrought,92.678,4.194,0.646,0.321,0.8,0.835,0.17,0.262,0.051,0.043,2.8,474.6,401.6,12.8,128.7,72.8,Aug([2])
2014_v1,2xxx,T6,Rod,Wrought,92.39,4.454,0.557,0.65,0.71,0.7,0.11,0.277,0.121,0.031,2.81,463.9,396.4,6.1,127.4,73.9,Aug([1])
2014_v2,2xxx,T6,Rod,Wrought,92.525,4.272,0.594,0.29,0.918,0.814,0.182,0.24,0.114,0.051,2.806,461.9,385.5,6.1,122.1,73.4,Aug([1])
2014_v1,2xxx,T651,Plate,Wrought,92.12,4.781,0.451,0.341,0.887,0.848,0.15,0.261,0.122,0.039,2.812,491.3,424.8,13.0,133.3,73.0,Aug([2])
2014_v2,2xxx,T651,Plate,Wrought,91.98,4.695,0.568,0.621,0.778,0.754,0.137,0.348,0.054,0.065,2.802,473.0,448.3,12.1,142.8,73.2,Aug([2])
2014_v1,2xxx,T6,Forging,Forged,92.094,4.721,0.477,0.388,0.828,0.924,0.121,0.275,0.113,0.059,2.791,489.4,418.8,11.1,129.9,73.2,Aug([3])
2014_v2,2xxx,T6,Forging,Forged,92.656,4.198,0.611,0.473,0.804,0.758,0.159,0.183,0.089,0.069,2.794,483.4,383.8,13.2,126.1,73.3,Aug([3])
2014_v1,2xxx,T4,Bar,Wrought,92.448,4.776,0.486,0.368,0.672,0.701,0.152,0.217,0.133,0.047,2.794,454.6,309.8,17.3,105.2,72.8,Aug([5])
2014_v2,2xxx,T4,Bar,Wrought,92.146,4.675,0.592,0.543,0.91,0.712,0.111,0.204,0.056,0.051,2.81,464.6,311.6,17.5,107.5,71.4,Aug([5])
2017_v1,2xxx,T4,Bar,Wrought,93.43,3.633,0.395,0.843,0.84,0.351,0.045,0.278,0.137,0.048,2.79,445.6,270.1,23.9,100.2,72.8,Aug([2])
2017_v2,2xxx,T4,Bar,Wrought,92.776,4.376,0.378,0.686,0.683,0.61,0.0,0.289,0.134,0.068,2.794,427.5,311.0,21.2,109.6,73.5,Aug([2])
2017_v1,2xxx,O,Sheet,Wrought,93.49,3.624,0.629,0.695,0.753,0.415,0.016,0.229,0.115,0.034,2.794,171.7,60.7,22.9,43.1,73.7,Aug([2])
2017_v2,2xxx,O,Sheet,Wrought,92.877,4.303,0.471,0.514,0.75,0.592,0.026,0.31,0.094,0.063,2.781,189.1,77.8,21.5,46.1,71.3,Aug([2])
2017_v1,2xxx,T4,Rod,Wrought,93.568,3.917,0.559,0.544,0.685,0.421,0.0,0.195,0.057,0.054,2.794,414.9,288.9,23.6,102.4,70.1,Aug([5])
2017_v2,2xxx,T4,Rod,Wrought,93.729,3.621,0.452,0.54,0.67,0.524,0.003,0.272,0.126,0.063,2.795,440.3,269.5,23.0,102.0,72.2,Aug([5])
2024_v1,2xxx,O,Sheet,Wrought,92.444,4.048,0.63,1.426,0.48,0.496,0.126,0.207,0.081,0.062,2.781,178.0,59.2,19.4,44.6,72.1,Aug([2])
2024_v2,2xxx,O,Sheet,Wrought,92.27,4.145,0.554,1.341,0.608,0.563,0.111,0.263,0.076,0.069,2.78,176.2,66.0,22.1,44.5,72.6,Aug([2])
2024_v1,2xxx,T3,Sheet,Wrought,91.368,4.761,0.53,1.66,0.715,0.418,0.121,0.272,0.091,0.064,2.79,480.8,352.9,16.6,127.3,73.0,Aug([2])
2024_v2,2xxx,T3,Sheet,Wrought,91.824,4.534,0.379,1.562,0.586,0.526,0.117,0.297,0.136,0.039,2.77,503.1,351.4,17.6,125.1,75.1,Aug([2])
